54454.0,144012.0,119536.0,264098.0
54508.0,144140.0,119618.0,264200.0
54544.0,144323.0,119683.0,264268.0
54583.0,144516.0,119757.0,264378.0
54625.0,144721.0,119824.0,264479.0
54677.0,144872.0,119886.0,264540.0
54723.0,145050.0,119947.0,264646.0
54740.0,145216.0,120022.0,264790.0
54803.0,145372.0,120098.0,264880.0
54823.0,145489.0,120171.0,264973.0
54855.0,145644.0,120233.0,265030.0
54872.0,145784.0,120332.0,265193.0
54909.0,145922.0,120411.0,265302.0
54925.0,146044.0,120518.0,265416.0
54970.0,146194.0,120600.0,265523.0
55006.0,146348.0,120682.0,265674.0
55051.0,146536.0,120800.0,265783.0
55077.0,146690.0,120898.0,265888.0
55115.0,146873.0,120971.0,266011.0
55159.0,147042.0,121041.0,266111.0
55199.0,147171.0,121123.0,266250.0
55242.0,147350.0,121203.0,266340.0
55265.0,147488.0,121288.0,266444.0
55310.0,147647.0,121340.0,266540.0
55344.0,147783.0,121387.0,266631.0
55372.0,147929.0,121489.0,266718.0
55400.0,148056.0,121560.0,266802.0
55448.0,148209.0,121619.0,266897.0
55466.0,148357.0,121669.0,266973.0
55494.0,148464.0,121767.0,267038.0
55541.0,148598.0,121810.0,267163.0
55547.0,148726.0,121867.0,267254.0
55592.0,148847.0,121915.0,267311.0
55623.0,148980.0,121973.0,267392.0
55670.0,149112.0,122031.0,267436.0
55677.0,149220.0,122061.0,267535.0
55727.0,149315.0,122129.0,267563.0
55737.0,149458.0,122185.0,267637.0
55780.0,149606.0,122210.0,267703.0
55787.0,149747.0,122279.0,267769.0
55852.0,149855.0,122304.0,267854.0
55858.0,149967.0,122378.0,267872.0
55888.0,150103.0,122420.0,267970.0
55911.0,150213.0,122471.0,268049.0
55949.0,150349.0,122529.0,268097.0
55963.0,150480.0,122571.0,268144.0
56001.0,150595.0,122612.0,268219.0
56028.0,150720.0,122627.0,268276.0
56069.0,150848.0,122663.0,268361.0
56080.0,150989.0,122703.0,268384.0
56108.0,151124.0,122747.0,268430.0
56155.0,151237.0,122771.0,268487.0
56186.0,151393.0,122811.0,268516.0
56208.0,151542.0,122841.0,268578.0
56241.0,151660.0,122874.0,268629.0
56289.0,151782.0,122875.0,268645.0
56326.0,151920.0,122941.0,268694.0
56344.0,152065.0,122962.0,268764.0
56362.0,152179.0,122971.0,268769.0
56409.0,152295.0,122994.0,268865.0
56439.0,152423.0,123014.0,268839.0
56458.0,152567.0,123058.0,268910.0
56493.0,152660.0,123064.0,268943.0
56525.0,152803.0,123091.0,268973.0
56539.0,152905.0,123067.0,268988.0
56578.0,153007.0,123121.0,268980.0
56603.0,153107.0,123117.0,269019.0
56611.0,153237.0,123133.0,269049.0
56666.0,153299.0,123155.0,269052.0
56684.0,153431.0,123147.0,269104.0
56708.0,153541.0,123158.0,269116.0
56746.0,153629.0,123175.0,269123.0
