60508.0,147030.0,97105.0,249601.0
60510.0,147035.0,97129.0,249653.0
60522.0,147036.0,97126.0,249633.0
60520.0,147040.0,97118.0,249623.0
60524.0,147049.0,97123.0,249664.0
60516.0,147058.0,97110.0,249663.0
60524.0,147082.0,97116.0,249661.0
60524.0,147070.0,97124.0,249653.0
60536.0,147090.0,97090.0,249634.0
60539.0,147100.0,97142.0,249645.0
60532.0,147120.0,97151.0,249663.0
60541.0,147141.0,97101.0,249651.0
60548.0,147172.0,97108.0,249619.0
60565.0,147187.0,97116.0,249625.0
60559.0,147210.0,97123.0,249627.0
60578.0,147239.0,97141.0,249557.0
60588.0,147226.0,97104.0,249578.0
60571.0,147211.0,97116.0,249585.0
60586.0,147203.0,97129.0,249597.0
60561.0,147172.0,97158.0,249635.0
60563.0,147144.0,97135.0,249586.0
60542.0,147119.0,97139.0,249589.0
60526.0,147088.0,97158.0,249561.0
60521.0,147056.0,97156.0,249567.0
60526.0,147041.0,97169.0,249625.0
60504.0,146986.0,97165.0,249604.0
60490.0,146941.0,97142.0,249585.0
60485.0,146920.0,97148.0,249577.0
60481.0,146872.0,97164.0,249565.0
60459.0,146876.0,97174.0,249590.0
60469.0,146849.0,97195.0,249651.0
60441.0,146800.0,97221.0,249711.0
60432.0,146782.0,97272.0,249770.0
60440.0,146765.0,97313.0,249849.0
60434.0,146754.0,97447.0,250064.0
60420.0,146740.0,97775.0,250625.0
60411.0,146744.0,98350.0,251577.0
60422.0,146744.0,98920.0,252572.0
60422.0,146747.0,99409.0,253422.0
60426.0,146762.0,99774.0,254016.0
60437.0,146822.0,100040.0,254508.0
60488.0,146947.0,100209.0,254865.0
60522.0,147132.0,100347.0,255162.0
60618.0,147366.0,100383.0,255301.0
60695.0,147623.0,100389.0,255333.0
60761.0,147815.0,100361.0,255302.0
60808.0,147998.0,100380.0,255460.0
60868.0,148159.0,100476.0,255539.0
60915.0,148302.0,100552.0,255624.0
60907.0,148467.0,100617.0,255704.0
60994.0,148581.0,100672.0,255820.0
61029.0,148712.0,100630.0,255780.0
61061.0,148813.0,100514.0,255601.0
61079.0,148876.0,100415.0,255412.0
61098.0,148937.0,100393.0,255406.0
61124.0,149029.0,100358.0,255365.0
61139.0,149094.0,100331.0,255341.0
61161.0,149140.0,100280.0,255245.0
61191.0,149198.0,100267.0,255274.0
61209.0,149269.0,100302.0,255355.0
61218.0,149344.0,100326.0,255406.0
61245.0,149366.0,100351.0,255511.0
61259.0,149441.0,100443.0,255624.0
61265.0,149489.0,100526.0,255861.0
61296.0,149536.0,100614.0,255978.0
61320.0,149581.0,100711.0,256174.0
61353.0,149637.0,100854.0,256410.0
61356.0,149712.0,100928.0,256616.0
61384.0,149780.0,101023.0,256817.0
61421.0,149865.0,101141.0,257028.0
61427.0,149932.0,101205.0,257198.0
61458.0,150022.0,101284.0,257303.0
61487.0,150078.0,101299.0,257429.0
61507.0,150158.0,101322.0,257447.0
61534.0,150181.0,101306.0,257457.0
61533.0,150230.0,101310.0,257466.0
61550.0,150259.0,101326.0,257460.0
61563.0,150295.0,101308.0,257443.0
61561.0,150326.0,101294.0,257417.0
61581.0,150351.0,101286.0,257402.0
61581.0,150356.0,101250.0,257372.0
61585.0,150366.0,101229.0,257321.0
61588.0,150376.0,101206.0,257323.0
61591.0,150373.0,101204.0,257265.0
61600.0,150393.0,101192.0,257270.0
61585.0,150384.0,101170.0,257232.0
61594.0,150375.0,101123.0,257193.0
61586.0,150355.0,101103.0,257121.0
61590.0,150359.0,101078.0,257019.0
61579.0,150348.0,101042.0,256984.0
61582.0,150344.0,101012.0,256945.0
