166849.0,239851.0,141532.0,249221.0
166807.0,239806.0,141559.0,249238.0
166807.0,239743.0,141616.0,249288.0
166799.0,239755.0,141689.0,249381.0
166759.0,239716.0,141742.0,249475.0
166766.0,239630.0,141761.0,249526.0
166736.0,239628.0,141759.0,249622.0
166736.0,239619.0,141746.0,249643.0
166740.0,239632.0,141814.0,249686.0
166751.0,239635.0,141877.0,249760.0
166755.0,239630.0,141913.0,249812.0
166763.0,239631.0,141915.0,249896.0
166768.0,239589.0,141943.0,249853.0
166750.0,239621.0,141966.0,249851.0
166774.0,239651.0,141991.0,249848.0
166784.0,239635.0,142050.0,249879.0
166789.0,239626.0,142106.0,249863.0
166776.0,239660.0,142224.0,249887.0
166825.0,239719.0,142227.0,249933.0
166861.0,239712.0,142269.0,249896.0
166865.0,239744.0,142326.0,249878.0
166902.0,239819.0,142358.0,249853.0
166947.0,239842.0,142346.0,249894.0
166996.0,239879.0,142342.0,249903.0
167034.0,239926.0,142350.0,249941.0
167053.0,240009.0,142327.0,249958.0
167085.0,240084.0,142343.0,249999.0
167122.0,240153.0,142371.0,250009.0
167146.0,240202.0,142401.0,250028.0
167202.0,240246.0,142428.0,250121.0
167222.0,240303.0,142411.0,250141.0
167244.0,240342.0,142380.0,250172.0
167273.0,240377.0,142415.0,250163.0
167313.0,240484.0,142447.0,250222.0
167351.0,240469.0,142495.0,250243.0
167394.0,240555.0,142572.0,250266.0
167425.0,240633.0,142609.0,250303.0
167479.0,240692.0,142628.0,250305.0
167520.0,240735.0,142620.0,250303.0
167578.0,240796.0,142618.0,250290.0
167609.0,240870.0,142627.0,250268.0
167675.0,240919.0,142583.0,250198.0
167702.0,241009.0,142524.0,250152.0
167794.0,241087.0,142507.0,250117.0
167851.0,241199.0,142463.0,250109.0
167925.0,241308.0,142444.0,250078.0
167977.0,241404.0,142448.0,250050.0
168048.0,241546.0,142425.0,250022.0
168116.0,241658.0,142384.0,250001.0
168187.0,241751.0,142391.0,249917.0
168271.0,241878.0,142390.0,249845.0
168363.0,241968.0,142370.0,249771.0
168405.0,242076.0,142378.0,249725.0
168448.0,242112.0,142432.0,249636.0
168468.0,242173.0,142454.0,249615.0
168497.0,242142.0,142512.0,249628.0
168481.0,242127.0,142528.0,249613.0
168466.0,242099.0,142567.0,249590.0
168434.0,242063.0,142549.0,249560.0
168426.0,242078.0,142495.0,249524.0
168408.0,242011.0,142499.0,249496.0
168390.0,242020.0,142489.0,249409.0
168381.0,242007.0,142477.0,249450.0
168373.0,242033.0,142485.0,249417.0
168386.0,242032.0,142517.0,249386.0
168393.0,242084.0,142519.0,249367.0
168413.0,242110.0,142554.0,249398.0
168520.0,242201.0,142595.0,249428.0
168494.0,242248.0,142566.0,249356.0
168509.0,242269.0,142579.0,249339.0
168542.0,242314.0,142574.0,249327.0
168584.0,242367.0,142583.0,249310.0
168595.0,242449.0,142564.0,249288.0
168600.0,242477.0,142572.0,249245.0
168643.0,242550.0,142583.0,249231.0
168694.0,242597.0,142615.0,249236.0
168763.0,242700.0,142635.0,249217.0
168777.0,242796.0,142640.0,249272.0
